Date,Open,High,Low,Close,Adj Close,Volume
2018-02-28,11.3763,11.625,11.1613,11.3813,10.861609,12882400.0
2018-03-01,11.3813,11.6,11.2312,11.5225,10.996364,13273600.0
2018-03-02,11.4125,11.625,11.28,11.605,11.075094,10319200.0
2018-03-05,11.5875,11.605,11.245,11.3,10.784021000000001,9416000.0
2018-03-06,11.4163,11.4913,11.0638,11.1475,10.638485000000001,8561600.0
2018-03-07,11.1687,11.2537,10.9613,11.2537,10.739837,5640800.0
2018-03-08,11.125,11.1575,10.775,11.03,10.526351,14163200.0
2018-03-09,11.03,11.5188,10.9362,11.3375,10.819809,18320800.0
2018-03-12,11.525,11.6875,11.3875,11.5725,11.044079,9676000.0
2018-03-13,11.625,11.7125,11.2662,11.4438,10.921256,11834400.0
2018-03-14,11.46,11.5238,11.1375,11.2125,10.700517999999999,10958400.0
2018-03-15,11.1625,11.4375,11.0763,11.375,10.855597,8232800.0
2018-03-16,11.4125,11.625,11.315,11.5875,11.058394,13985600.0
2018-03-19,11.35,11.4875,11.2037,11.3375,10.819809,7956800.0
2018-03-20,11.4375,11.5162,11.2375,11.25,10.736305,7088800.0
2018-03-21,11.3013,11.625,11.2513,11.625,11.094183000000001,10779200.0
2018-03-22,11.64,11.985,11.5,11.9237,11.379244,13093600.0
2018-03-23,11.8775,12.0913,11.8125,11.85,11.308908,10076000.0
2018-03-26,12.0,12.5,11.9537,12.5,11.929228,19513600.0
2018-03-27,12.5813,12.71,12.0312,12.0875,11.535563,29742400.0
2018-03-28,12.0612,12.2925,11.8862,12.125,11.571351,13194400.0
2018-03-29,12.27,12.3663,12.1375,12.2388,11.679955,7182400.0
2018-04-02,12.3125,12.4875,12.1175,12.24,11.681101,10187200.0
2018-04-03,12.3588,12.4325,12.125,12.125,11.571351,11376800.0
2018-04-04,12.125,12.125,11.5025,12.0625,11.511704,15208000.0
2018-04-05,12.4175,12.425,12.2,12.3363,11.773003,8892000.0
2018-04-06,12.3125,12.375,12.175,12.2625,11.702572,7907200.0
2018-04-09,12.2625,12.3737,11.8787,12.0787,11.527166000000001,9008800.0
2018-04-10,12.25,12.2625,11.69,11.8625,11.320838,14628000.0
2018-04-11,11.8125,12.1088,11.7037,12.1088,11.555891,9341600.0
2018-04-12,12.0013,12.575,12.0013,12.4388,11.870823,13176000.0
2018-04-13,12.3313,12.385,12.1875,12.2812,11.720419,5108800.0
2018-04-16,12.28,12.4163,11.9762,12.0212,11.472291,12600800.0
2018-04-17,12.1375,12.1987,12.005,12.125,11.571351,6380000.0
2018-04-18,12.2487,12.265,11.9163,11.9625,11.416271,12150400.0
2018-04-19,12.0387,12.0662,11.7487,11.7975,11.258805,8537600.0
2018-04-20,11.7675,12.205,11.7513,12.1138,11.560661999999999,10382400.0
2018-04-23,12.1375,12.4875,12.0337,12.4838,11.913768,10105600.0
2018-04-24,12.4625,12.75,12.3813,12.6388,12.061689999999999,9643200.0
2018-04-25,12.4975,12.7238,12.3175,12.68,12.101009,7225600.0
2018-04-26,12.6737,13.1125,12.6112,13.0625,12.466042999999999,9229600.0
2018-04-27,13.1237,13.35,12.9575,13.1625,12.561478,17254400.0
2018-04-30,13.15,13.4712,13.1388,13.3387,12.729631,7504800.0
2018-05-02,13.375,13.405,12.8125,12.8125,12.227458,11555200.0
2018-05-03,12.915,12.9675,12.0925,12.15,11.595208999999999,24044000.0
2018-05-04,12.25,12.4987,11.9625,12.2125,11.654855,15463200.0
2018-05-07,12.3162,12.4587,12.0813,12.1062,11.553410000000001,9880000.0
2018-05-08,13.0813,13.8737,12.8,13.8737,13.240203,41261600.0
2018-05-09,13.875,14.3,13.5,14.0787,13.435842000000001,20530400.0
2018-05-10,14.0787,14.3125,13.6875,13.6875,13.062505,15324800.0
2018-05-11,13.6875,13.8988,13.3375,13.5813,12.961153999999999,11592800.0
2018-05-14,13.7,13.835,13.1763,13.5188,12.901508,11880800.0
2018-05-15,13.5188,13.8175,13.225,13.3088,12.701097,13390400.0
2018-05-16,13.2563,14.2788,13.2563,14.0262,13.38574,17224800.0
2018-05-17,14.025,14.1763,13.4288,13.6687,13.044563,13390400.0
2018-05-18,13.5,13.5063,12.8125,13.1362,12.536378,26437600.0
2018-05-21,13.5875,13.8825,13.5212,13.6912,13.066037,12332000.0
2018-05-22,13.7563,14.2513,13.6788,14.25,13.59932,15234400.0
2018-05-23,14.0575,14.1613,13.7525,13.985,13.346419000000001,11320000.0
2018-05-24,13.625,14.1875,13.5013,14.1237,13.478786,12460800.0
2018-05-25,14.1525,14.2375,13.9575,14.0,13.360735,13492800.0
2018-05-28,13.7875,13.8912,13.0,13.125,12.525689,19411200.0
2018-05-29,13.5,13.7863,12.9575,13.0612,12.464802,20470400.0
2018-05-30,13.275,13.75,13.1362,13.5525,12.933667999999999,90320800.0
2018-06-01,13.86,14.4963,13.69,14.4338,13.774726999999999,22335200.0
2018-06-04,14.5638,15.75,14.5638,15.5425,14.832802,27664800.0
2018-06-05,15.1163,15.3,14.875,15.1275,14.436751000000001,17775200.0
2018-06-06,15.0875,15.0875,14.255,14.2913,13.638734,18837600.0
2018-06-07,14.1737,14.1737,11.915,13.3,12.692698,41219200.0
2018-06-08,13.6737,13.7125,12.4375,13.1862,12.584095,28387200.0
2018-06-11,13.4462,13.8475,13.1388,13.2775,12.671225999999999,14720000.0
2018-06-12,13.4375,13.9838,13.3062,13.75,13.122151,19952800.0
2018-06-13,13.915,14.1875,13.5775,14.0513,13.409694,17420000.0
2018-06-14,14.125,15.125,14.125,14.925,14.243498,27687200.0
2018-06-15,15.125,15.1687,14.3813,14.9775,14.293601,18780800.0
2018-06-18,14.8,14.9375,14.5025,14.7225,14.050244000000001,9671200.0
2018-06-19,14.5513,15.605,14.41,15.4575,14.751684,18716000.0
2018-06-20,15.64,16.1863,15.2113,15.2113,14.516726,19073600.0
2018-06-21,15.25,15.6538,15.1337,15.2013,14.507181,13430400.0
2018-06-22,15.5,15.5837,15.235,15.3512,14.650236999999999,8433600.0
2018-06-25,15.4388,15.5437,15.0312,15.3438,14.643175,18430400.0
2018-06-26,15.435,15.6462,15.275,15.4675,14.761226999999998,12724800.0
2018-06-27,15.4862,15.5625,15.1512,15.1912,14.497544,8192000.0
2018-06-28,15.1912,15.6512,15.1912,15.4438,14.738608,10131200.0
2018-06-29,15.625,16.075001,15.5875,15.9987,15.268170999999999,14198400.0
2018-07-02,15.9,16.112499,15.6375,15.6788,14.962878,8168800.0
2018-07-03,15.85,15.975,15.4738,15.5662,14.85542,16876800.0
2018-07-04,15.705,15.8,15.475,15.5437,14.833947,4568000.0
2018-07-05,15.625,15.625,14.92,15.0,14.315074,11228000.0
2018-07-06,15.125,15.275,14.4775,15.2125,14.517870000000002,13780000.0
2018-07-10,15.375,15.4875,14.705,14.7563,14.082501,15791200.0
2018-07-11,14.6263,15.0363,14.1862,14.3138,13.660207000000002,10406400.0
2018-07-12,14.75,15.4213,14.5175,15.4213,14.717135999999998,17138400.0
2018-07-13,15.45,15.9388,15.36,15.705,14.987882,13692000.0
2018-07-16,15.75,16.0888,15.64,15.9675,15.238396,9420000.0
2018-07-17,15.95,16.5462,15.885,16.5,15.746580999999999,12900000.0
2018-07-18,16.5963,16.875,15.8175,15.8687,15.144107,15560000.0
2018-07-19,15.9075,16.1238,15.5,16.1213,15.385173000000002,13400800.0
2018-07-20,16.5,16.5987,16.15,16.3713,15.623757999999999,10228800.0
2018-07-23,16.2875,16.3487,16.0413,16.227501,15.486525,5020800.0
2018-07-24,16.4,16.75,16.389999,16.719998999999998,15.956535,8805600.0
2018-07-25,16.7938,16.9338,16.440001000000002,16.625,15.865873,8588000.0
2018-07-26,16.7262,16.727501,16.325001,16.4438,15.692947,8353600.0
2018-07-27,16.5063,16.647499,16.1887,16.225,15.484138,9160000.0
2018-07-30,16.1875,16.485001,16.1763,16.25,15.507997,6528000.0
2018-07-31,16.2125,16.532498999999998,16.1313,16.532498999999998,15.777595999999999,5861600.0
2018-08-01,16.5063,16.875,16.4375,16.782498999999998,16.01618,7670400.0
2018-08-02,16.8113,17.1063,16.8113,17.1063,16.325195,8110400.0
2018-08-03,17.125,17.247498999999998,16.9125,17.120001000000002,16.33827,10852000.0
2018-08-06,17.1875,17.3062,16.9263,17.25,16.462335999999997,10736800.0
2018-08-07,18.5613,18.5613,18.030001000000002,18.237499,17.404743,28907200.0
2018-08-08,18.094998999999998,18.200001,17.4438,17.5037,16.704451000000002,14765600.0
2018-08-09,17.5987,18.3738,17.3125,18.3738,17.534819,13019200.0
2018-08-10,18.1388,18.2362,17.3388,17.3787,16.585157000000002,15628800.0
2018-08-13,17.3988,17.68,17.0837,17.625,16.820213,8471200.0
2018-08-14,17.821301000000002,17.875,17.5987,17.73,16.920416,5699200.0
2018-08-15,17.5,17.549999,17.192498999999998,17.3337,16.542215,9940800.0
2018-08-16,17.7213,17.7213,17.0375,17.0375,16.259539,11358400.0
2018-08-17,17.0,17.125,16.5,16.7062,15.943365,11214400.0
2018-08-20,16.7125,17.2962,16.6625,17.2962,16.506426,7625600.0
2018-08-21,17.25,17.559998999999998,16.375,16.555,15.79907,19669600.0
2018-08-22,16.735001,16.9788,16.2563,16.780001000000002,16.013798,8826400.0
2018-08-23,16.809998999999998,17.1875,16.424999,16.5963,15.838484,12988800.0
2018-08-24,16.875,16.987499,16.407498999999998,16.5,15.746580999999999,8173600.0
2018-08-27,16.700001,16.8375,16.352501,16.4275,15.677391,9125600.0
2018-08-28,16.446301000000002,16.625,15.825,16.1675,15.429263,16065600.0
2018-08-29,16.2675,16.6875,16.2675,16.5138,15.75975,11644000.0
2018-08-30,16.4387,16.705,15.875,15.95,15.221695,9915200.0
2018-08-31,16.2488,16.299999,15.9762,16.2812,15.537772,10461600.0
2018-09-03,16.1238,16.125,15.72,15.8075,15.085701,6734400.0
2018-09-04,15.8212,15.8475,14.7125,14.75,14.076489000000002,16868000.0
2018-09-05,14.7163,15.3363,14.6325,15.2288,14.533426,13424000.0
2018-09-06,15.5013,15.7288,15.3188,15.65,14.935393,9201600.0
2018-09-10,15.7688,15.9075,14.8625,15.2325,14.536957999999998,15552000.0
2018-09-11,14.8875,15.125,14.7825,14.8875,14.207710999999998,8018400.0
2018-09-12,15.1187,15.1875,14.7762,14.925,14.243498,9336800.0
2018-09-13,15.0075,15.0075,14.36,14.4288,13.769956,12736000.0
2018-09-14,14.405,14.7125,14.3013,14.5,13.837904,10282400.0
2018-09-17,14.4963,14.9075,14.4225,14.8612,14.182610999999998,7220800.0
2018-09-18,14.8375,15.625,14.7712,15.5538,14.843585999999998,12414400.0
2018-09-19,15.3737,15.435,14.8763,14.8763,14.197022,13106400.0
2018-09-20,15.2437,15.275,14.6388,14.8112,14.134894000000001,9529600.0
2018-09-21,14.9362,15.6725,14.8525,15.5,14.792242000000002,15090400.0
2018-09-24,15.375,15.375,14.9862,15.1737,14.480843,9078400.0
2018-09-25,14.7875,15.6163,14.7625,15.3925,14.689651000000001,7939200.0
2018-09-26,15.3925,15.625,15.25,15.2688,14.571598999999999,10001600.0
2018-09-27,15.41,15.8,15.3813,15.5212,14.812475,9037600.0
2018-09-28,15.4375,15.6925,15.2812,15.3112,14.612063000000001,8667200.0
2018-10-01,15.4312,15.58,15.125,15.3287,14.628764000000002,5370400.0
2018-10-02,15.575,16.3937,15.57,16.299999,15.555713,13846400.0
2018-10-03,17.137501,17.5625,17.125,17.4175,16.622187,24103200.0
2018-10-04,17.0625,17.4813,16.6737,17.4375,16.641273,15463200.0
2018-10-05,17.825001,18.0212,17.4813,17.75,16.939505,16746400.0
2018-10-08,18.625,18.9,18.397499,18.567498999999998,17.719675,13693600.0
2018-10-09,18.4937,18.997498999999998,18.3237,18.775,17.917702,12053600.0
2018-10-10,18.5625,18.73,17.9562,17.9562,17.136288,13290400.0
2018-10-11,18.25,18.9688,18.2437,18.8375,17.977346,16593600.0
2018-10-15,19.125,19.3713,18.633801000000002,18.75,17.893843,10660800.0
2018-10-16,19.125,20.0238,18.942498999999998,19.9,18.991331,17116800.0
2018-10-17,19.684998999999998,20.370001000000002,19.487499,20.2188,19.295574,14672000.0
2018-10-18,20.2125,20.2125,19.85,20.110001,19.191742,10528000.0
2018-10-19,20.2125,21.4813,19.85,21.125,20.160395,15536800.0
